elapsed_seconds,time_label,temperature_C
313,5:13,378.3
315,5:15,376.5
316,5:16,376
317,5:17,377.5
318,5:18,379.3
319,5:19,382.5
320,5:20,386.3
321,5:21,390.3
322,5:22,381.5
324,5:24,382.5
325,5:25,384
326,5:26,386.5
327,5:27,392.3
328,5:28,396.8
329,5:29,403.3
330,5:30,407
331,5:31,410
333,5:33,413.3
334,5:34,411.3
335,5:35,406.8
336,5:36,403.8
337,5:37,396.8
338,5:38,410.8
339,5:39,408.5
340,5:40,405
342,5:42,400
343,5:43,398
344,5:44,399.8
345,5:45,400.3
346,5:46,403.5
348,5:48,411
349,5:49,417
350,5:50,421.5
351,5:51,424
352,5:52,423
353,5:53,421.3
354,5:54,415.5
355,5:55,411
356,5:56,411.8
358,5:58,410.5
359,5:59,410.5
360,6:00,413.5
361,6:01,417.8
362,6:02,422.5
363,6:03,428.3
364,6:04,427.3
365,6:05,428
366,6:06,424.3
367,6:07,422.3
369,6:09,418.3
370,6:10,418
371,6:11,420
372,6:12,423.8
373,6:13,428.8
