elapsed_seconds,time_label,temperature_C
313,5:13,378.3
315,5:15,376.5
316,5:16,376
317,5:17,377.5
318,5:18,379.3
319,5:19,382.5
320,5:20,386.3
321,5:21,390.3
322,5:22,381.5
324,5:24,382.5
325,5:25,384
326,5:26,386.5
327,5:27,392.3
328,5:28,396.8
329,5:29,403.3
330,5:30,407
331,5:31,410
333,5:33,413.3
334,5:34,411.3
335,5:35,406.8
336,5:36,403.8
337,5:37,396.8
338,5:38,410.8
339,5:39,408.5
340,5:40,405
342,5:42,400
343,5:43,398
344,5:44,399.8
345,5:45,400.3
346,5:46,403.5
348,5:48,411
349,5:49,417
350,5:50,421.5
351,5:51,424
352,5:52,423
353,5:53,421.3
354,5:54,415.5
355,5:55,411
356,5:56,411.8
358,5:58,410.5
359,5:59,410.5
360,6:00,413.5
361,6:01,417.8
362,6:02,422.5
363,6:03,428.3
364,6:04,427.3
365,6:05,428
366,6:06,424.3
367,6:07,422.3
369,6:09,418.3
370,6:10,418
371,6:11,420
372,6:12,423.8
373,6:13,428.8
374,6:14,430
375,6:15,432
377,6:17,424
378,6:18,429
379,6:19,431.8
380,6:20,432
381,6:21,431.3
382,6:22,428.8
383,6:23,426.3
384,6:24,425
385,6:25,423.3
387,6:27,424.5
388,6:28,426.8
389,6:29,430
390,6:30,432
391,6:31,432.5
392,6:32,430
393,6:33,428.8
395,6:35,431.3
396,6:36,424.3
397,6:37,426
398,6:38,425.3
399,6:39,427.5
400,6:40,429.8
401,6:41,430.3
402,6:42,427.8
404,6:44,426.8
405,6:45,423.5
406,6:46,422.8
407,6:47,422
408,6:48,424.8
409,6:49,426.3
411,6:51,426.8
412,6:52,427.8
413,6:53,426.3
414,6:54,424
415,6:55,420.5
416,6:56,420.3
417,6:57,418.8
418,6:58,420.8
420,7:00,419.3
421,7:01,420.8
422,7:02,422.5
423,7:03,424
424,7:04,423.5
425,7:05,419.5
427,7:07,420
428,7:08,422.3
429,7:09,415.3
430,7:10,415.8
431,7:11,421.3
433,7:13,419.5
434,7:14,420.3
435,7:15,418
436,7:16,416.8
437,7:17,413.3
438,7:18,412.5
439,7:19,410.8
441,7:21,411.3
442,7:22,409.8
443,7:23,412.5
444,7:24,414.8
445,7:25,415.5
446,7:26,416
447,7:27,415
449,7:29,412.8
450,7:30,410.8
451,7:31,409.5
452,7:32,408.3
453,7:33,407.8
454,7:34,409
455,7:35,415.3
456,7:36,413.3
458,7:38,412.3
459,7:39,409.5
460,7:40,407
461,7:41,403.8
462,7:42,403.3
463,7:43,404.3
464,7:44,407
465,7:45,412.5
467,7:47,412
468,7:48,413
469,7:49,409.5
470,7:50,406.5
471,7:51,403.5
472,7:52,400.8
473,7:53,398
474,7:54,398.5
476,7:56,400.8
477,7:57,404
478,7:58,408.3
479,7:59,411
480,8:00,411.8
481,8:01,410.5
482,8:02,408
483,8:03,405.5
484,8:04,403
485,8:05,401.3
486,8:06,400.5
487,8:07,400.5
488,8:08,400.8
490,8:10,402
491,8:11,403.8
492,8:12,404.5
493,8:13,404.8
494,8:14,405.8
495,8:15,405.5
496,8:16,404.8
498,8:18,404
499,8:19,402.8
500,8:20,402.5
501,8:21,402
502,8:22,401.3
504,8:24,402
505,8:25,401.5
506,8:26,401.3
507,8:27,402
508,8:28,402
509,8:29,402
511,8:31,401.5
512,8:32,401.5
513,8:33,400.8
514,8:34,400.5
515,8:35,400.3
516,8:36,400.3
517,8:37,400
519,8:39,399.5
520,8:40,399.3
521,8:41,398.8
522,8:42,398.5
523,8:43,398.3
524,8:44,397.8
525,8:45,397
527,8:47,397
528,8:48,395.8
529,8:49,395.5
530,8:50,395.3
531,8:51,394.8
532,8:52,394.3
534,8:54,393.8
535,8:55,392.5
536,8:56,392.8
537,8:57,392.3
538,8:58,391.3
539,8:59,390.5
540,9:00,390.3
542,9:02,389.5
543,9:03,389
544,9:04,388.5
545,9:05,388
546,9:06,387.3
547,9:07,386.3
549,9:09,385.8
550,9:10,385
551,9:11,384.3
552,9:12,383.8
553,9:13,382.8
554,9:14,382.5
556,9:16,381.8
557,9:17,381.3
558,9:18,380
559,9:19,379.3
560,9:20,378.5
562,9:22,377.5
563,9:23,377.5
564,9:24,376.8
565,9:25,375.5
566,9:26,375.3
567,9:27,374.5
569,9:29,373.8
570,9:30,372.8
571,9:31,372.3
572,9:32,371
573,9:33,370.8
574,9:34,370.5
575,9:35,369.5
576,9:36,368.8
577,9:37,368
579,9:39,367.5
580,9:40,366.3
581,9:41,365.3
582,9:42,365
583,9:43,364.3
585,9:45,363.5
586,9:46,362.8
587,9:47,362.3
588,9:48,361.3
589,9:49,360.5
591,9:51,360
592,9:52,358.5
593,9:53,358.3
594,9:54,357
595,9:55,357
596,9:56,356.3
597,9:57,355.8
599,9:59,355.3
600,10:00,354
601,10:01,353.5
602,10:02,352.8
603,10:03,352
604,10:04,351
606,10:06,350.8
607,10:07,349.5
608,10:08,349
609,10:09,348.3
610,10:10,348
611,10:11,347
613,10:13,346.5
614,10:14,345.5
615,10:15,345
616,10:16,344.3
617,10:17,343.5
618,10:18,342.8
619,10:19,342.5
620,10:20,341.5
621,10:21,341
623,10:23,340
624,10:24,339.5
625,10:25,339
626,10:26,338.3
627,10:27,337.5
628,10:28,336.8
629,10:29,336.5
631,10:31,335.5
632,10:32,334.8
633,10:33,334
634,10:34,333.3
636,10:36,332.5
637,10:37,331.8
638,10:38,330.5
639,10:39,330.5
640,10:40,330
641,10:41,329.3
642,10:42,328.5
643,10:43,327.8
644,10:44,327.8
645,10:45,327
647,10:47,326.3
648,10:48,325.5
649,10:49,324.3
650,10:50,324.3
651,10:51,323.5
652,10:52,322.8
653,10:53,322.8
654,10:54,321.8
656,10:56,321.3
657,10:57,320.3
658,10:58,320
659,10:59,319.3
660,11:00,318.5
661,11:01,318.8
662,11:02,317.3
664,11:04,317
665,11:05,316.5
666,11:06,315.5
667,11:07,315
668,11:08,314.5
669,11:09,313.8
670,11:10,313.3
672,11:12,312.5
673,11:13,312
674,11:14,311.3
675,11:15,311
676,11:16,310.5
677,11:17,310.3
678,11:18,309.5
679,11:19,308.8
681,11:21,308.5
682,11:22,307.8
683,11:23,307.3
684,11:24,306.3
685,11:25,306
686,11:26,305.3
687,11:27,305
689,11:29,304.3
690,11:30,304
691,11:31,303
692,11:32,302.8
693,11:33,302.3
694,11:34,301.8
695,11:35,301.3
696,11:36,300.3
697,11:37,299.8
698,11:38,299.3
699,11:39,298.8
701,11:41,298.5
702,11:42,298
703,11:43,297.5
704,11:44,296.8
705,11:45,296.3
706,11:46,295.5
708,11:48,294.8
709,11:49,294.5
710,11:50,293.8
711,11:51,293.5
712,11:52,292.8
713,11:53,292.5
714,11:54,291.8
715,11:55,291.3
717,11:57,290.8
718,11:58,290.3
719,11:59,289.8
720,12:00,289.3
721,12:01,288.5
723,12:03,288
724,12:04,287.5
725,12:05,287
726,12:06,286.5
727,12:07,285.5
728,12:08,285.5
729,12:09,284.5
731,12:11,284.3
732,12:12,283.8
733,12:13,283.3
734,12:14,282.8
735,12:15,282.3
736,12:16,282
737,12:17,281.3
739,12:19,280.8
740,12:20,280.3
741,12:21,279.5
742,12:22,279
744,12:24,278.5
745,12:25,278
746,12:26,277.5
747,12:27,277.3
748,12:28,276.3
749,12:29,276.3
750,12:30,275.5
751,12:31,275
752,12:32,274.8
754,12:34,274.5
755,12:35,273.8
756,12:36,273
757,12:37,272.5
758,12:38,272.3
759,12:39,272
760,12:40,271.5
761,12:41,270.5
762,12:42,270.5
763,12:43,270
765,12:45,269.8
766,12:46,269
767,12:47,268.8
768,12:48,268.5
769,12:49,267.8
770,12:50,267
771,12:51,267.5
773,12:53,266.3
774,12:54,266
775,12:55,265.5
776,12:56,265
777,12:57,264.3
778,12:58,264
779,12:59,263.5
780,13:00,263.5
781,13:01,262.8
782,13:02,262
783,13:03,261.5
785,13:05,261.5
786,13:06,261.3
787,13:07,260.5
788,13:08,259.8
789,13:09,259.8
790,13:10,259.3
792,13:12,259.3
793,13:13,258.3
794,13:14,257.8
795,13:15,257.5
796,13:16,257.3
797,13:17,256.8
798,13:18,256.5
799,13:19,255.8
800,13:20,255.3
801,13:21,255
803,13:23,254.8
804,13:24,253.8
805,13:25,253.5
806,13:26,253.3
807,13:27,253
808,13:28,252
810,13:30,252
811,13:31,251.3
812,13:32,250.8
813,13:33,251
814,13:34,250.5
815,13:35,250.3
816,13:36,249.3
818,13:38,249
819,13:39,248.5
820,13:40,248.3
821,13:41,248
822,13:42,247.5
823,13:43,247.3
824,13:44,246.5
826,13:46,246
827,13:47,245.8
828,13:48,245.5
829,13:49,245
830,13:50,244.3
831,13:51,243.5
833,13:53,243.8
834,13:54,243.5
835,13:55,243
836,13:56,242.5
837,13:57,242.5
838,13:58,241.8
839,13:59,241.5
841,14:01,241.3
842,14:02,240.5
843,14:03,239.5
844,14:04,239.8
845,14:05,239.3
846,14:06,239
847,14:07,238.8
848,14:08,238
850,14:10,237.8
851,14:11,237.5
852,14:12,237
853,14:13,236.8
854,14:14,236.3
855,14:15,235.8
857,14:17,235.5
858,14:18,235
859,14:19,235
860,14:20,234.5
861,14:21,233.8
862,14:22,233.8
863,14:23,233.5
865,14:25,233
866,14:26,232.8
867,14:27,232.3
868,14:28,231.5
869,14:29,231.8
870,14:30,231.5
871,14:31,230.8
873,14:33,230.5
874,14:34,230
875,14:35,229.5
876,14:36,229.5
877,14:37,229
878,14:38,228.8
879,14:39,228.3
880,14:40,228
881,14:41,227.5
882,14:42,227
884,14:44,227
885,14:45,226.8
886,14:46,226.3
887,14:47,226
888,14:48,225.5
889,14:49,225.3
890,14:50,224.8
891,14:51,224.5
892,14:52,224.3
894,14:54,223.3
895,14:55,223.3
896,14:56,223.3
897,14:57,222.5
898,14:58,222.3
899,14:59,222
900,15:00,221.8
901,15:01,221.5
903,15:03,221.3
904,15:04,221
905,15:05,220.5
906,15:06,220.3
907,15:07,219.8
908,15:08,219.5
909,15:09,219
911,15:11,219.3
912,15:12,217.8
913,15:13,217.8
914,15:14,217.8
915,15:15,217
916,15:16,216.8
917,15:17,217
919,15:19,216.5
920,15:20,216
921,15:21,216
922,15:22,215.8
923,15:23,215
924,15:24,214.8
925,15:25,214
926,15:26,214.3
928,15:28,213.8
929,15:29,213.3
930,15:30,213.3
931,15:31,213
932,15:32,212
933,15:33,212.3
934,15:34,211.8
936,15:36,211.8
937,15:37,210.8
938,15:38,211
939,15:39,210.8
940,15:40,210
942,15:42,210
943,15:43,209.5
944,15:44,209.5
945,15:45,209.3
946,15:46,209
947,15:47,208.3
949,15:49,207.8
950,15:50,207.5
951,15:51,207.5
952,15:52,206.8
953,15:53,206.8
954,15:54,206.5
956,15:56,206
957,15:57,205.8
958,15:58,205.5
959,15:59,205.3
960,16:00,205
961,16:01,205
962,16:02,204
963,16:03,203.5
964,16:04,203.8
965,16:05,203
966,16:06,203
967,16:07,203
969,16:09,202.8
970,16:10,202.5
971,16:11,202.3
972,16:12,201.8
973,16:13,201.8
974,16:14,201.3
975,16:15,200.5
977,16:17,200.8
978,16:18,200.5
979,16:19,200.3
980,16:20,199.3
981,16:21,199.8
982,16:22,199.3
983,16:23,199
984,16:24,198.5
985,16:25,198.5
986,16:26,198
988,16:28,198
989,16:29,197.8
990,16:30,197
991,16:31,197
992,16:32,196.5
993,16:33,196.5
994,16:34,195.5
995,16:35,196.3
997,16:37,195.8
998,16:38,195
999,16:39,195
1000,16:40,194.5
1001,16:41,194.3
1002,16:42,194.5
1003,16:43,194.3
1004,16:44,193.8
1005,16:45,193.5
1006,16:46,193.3
1008,16:48,193
1009,16:49,192.8
1010,16:50,192.5
1011,16:51,192.3
1012,16:52,192
1013,16:53,191.5
1014,16:54,191.3
1015,16:55,191.3
1016,16:56,191
1017,16:57,190.5
1018,16:58,190
1019,16:59,190.3
1020,17:00,190
1021,17:01,189.5
1022,17:02,189.3
1024,17:04,189.3
1025,17:05,188.5
1026,17:06,188.5
1027,17:07,188.5
1028,17:08,187.8
1029,17:09,187.8
1030,17:10,187.5
1031,17:11,187.5
1032,17:12,187
1034,17:14,186.8
1035,17:15,186.5
1036,17:16,186.5
1037,17:17,186.3
1038,17:18,185.5
1039,17:19,185.8
1040,17:20,185.3
1041,17:21,184.8
1042,17:22,184.5
1044,17:24,184.8
1045,17:25,184
1046,17:26,183.8
1047,17:27,183.8
1048,17:28,183.3
1049,17:29,183.3
1050,17:30,183
1051,17:31,182.5
1053,17:33,182.5
1054,17:34,182
1055,17:35,182
1056,17:36,181.8
1057,17:37,181
1058,17:38,181.3
1059,17:39,181.3
1060,17:40,180.8
1062,17:42,180.5
1063,17:43,180
1064,17:44,180
1065,17:45,179.5
1066,17:46,179.3
1067,17:47,179.5
1068,17:48,178.8
1069,17:49,178.8
1071,17:51,178.8
1072,17:52,178.5
1073,17:53,177.8
1074,17:54,178
1075,17:55,177.3
1076,17:56,177
1078,17:58,177.3
1079,17:59,176.8
1080,18:00,176.5
1081,18:01,176.3
1082,18:02,176
1084,18:04,176.3
1085,18:05,175.8
1086,18:06,175.3
1087,18:07,175.8
1088,18:08,175.3
1089,18:09,174.5
1090,18:10,174.3
1091,18:11,174.5
1092,18:12,174.5
1093,18:13,174
1095,18:15,174
1096,18:16,173.8
1097,18:17,172.5
1098,18:18,173
1099,18:19,173
1100,18:20,172.8
1101,18:21,172.5
1102,18:22,172.3
1104,18:24,171.5
1105,18:25,171.8
1106,18:26,171.3
1107,18:27,171
1108,18:28,171
1109,18:29,170.3
1110,18:30,170.5
1111,18:31,170.5
1113,18:33,169.8
1114,18:34,169.8
1115,18:35,169.8
1116,18:36,169.3
1117,18:37,169.5
1118,18:38,169.5
1119,18:39,169
1120,18:40,168.3
1122,18:42,168.3
1123,18:43,168
1124,18:44,167.8
1125,18:45,167.8
1126,18:46,167.5
1127,18:47,167.5
1128,18:48,167.3
1129,18:49,167
1130,18:50,166.8
1131,18:51,166.5
1132,18:52,166.5
1133,18:53,165.5
1134,18:54,165.3
1136,18:56,165.8
1137,18:57,165.8
1138,18:58,165.3
1139,18:59,164.8
1140,19:00,165
1141,19:01,164.5
1142,19:02,164.5
1143,19:03,164
1144,19:04,163.8
1146,19:06,164
1147,19:07,163.5
1148,19:08,163
1149,19:09,163.5
1150,19:10,163.5
1151,19:11,162.8
1152,19:12,163
1153,19:13,161.8
1155,19:15,162.3
1156,19:16,161.8
1157,19:17,162
1158,19:18,161.8
1159,19:19,161.5
1160,19:20,160.5
1161,19:21,160.8
1162,19:22,161
1164,19:24,160.5
1165,19:25,159.8
1166,19:26,160.3
1167,19:27,160
1168,19:28,159.5
1169,19:29,159.5
1170,19:30,159.3
1171,19:31,159.3
1172,19:32,158.8
1174,19:34,158.8
1175,19:35,158.5
1176,19:36,158.5
1177,19:37,158.3
1178,19:38,158
1179,19:39,157.5
1180,19:40,157.5
1182,19:42,157.3
1183,19:43,157.3
1184,19:44,156.3
1185,19:45,156.8
1186,19:46,156.8
1187,19:47,156.5
1188,19:48,156
1190,19:50,155.8
1191,19:51,156
1192,19:52,155.5
1193,19:53,155.5
1194,19:54,155.5
1195,19:55,154.8
1196,19:56,154.8
1198,19:58,154.5
1199,19:59,154.3
1200,20:00,154.5
1201,20:01,154.3
1202,20:02,153.5
1204,20:04,153.5
1205,20:05,153.3
1206,20:06,153.3
1207,20:07,153
1208,20:08,152.5
1209,20:09,152.5
1210,20:10,152.5
1212,20:12,152.5
1213,20:13,152
1214,20:14,151.8
1215,20:15,151.3
1216,20:16,151.3
1217,20:17,151.3
1218,20:18,151
1219,20:19,151
1220,20:20,151
1221,20:21,150.5
1223,20:23,150
1224,20:24,150
1225,20:25,149.5
1226,20:26,149.8
1227,20:27,149.3
1228,20:28,149.5
1229,20:29,149
1230,20:30,149.3
1232,20:32,148.3
1233,20:33,149
1234,20:34,148.3
1235,20:35,148
1236,20:36,147.8
1237,20:37,148.3
1239,20:39,147.8
1240,20:40,147.5
1241,20:41,147.3
1242,20:42,147.5
1243,20:43,147
1244,20:44,146.8
1246,20:46,146.8
1247,20:47,146.5
1248,20:48,146.3
1249,20:49,145.8
1250,20:50,146
1251,20:51,146
1252,20:52,145.8
1254,20:54,145.5
1255,20:55,145.5
1256,20:56,145
1257,20:57,145
1258,20:58,144.8
1259,20:59,144.5
1260,21:00,144.3
1262,21:02,144.3
1263,21:03,144.3
1264,21:04,143.8
1265,21:05,143.8
1266,21:06,143.5
1267,21:07,143.5
1268,21:08,143
1270,21:10,143
1271,21:11,143
1272,21:12,142
1273,21:13,142.5
1274,21:14,142.3
1275,21:15,142.5
1276,21:16,141.5
1277,21:17,142
1278,21:18,141.8
1279,21:19,141.8
1280,21:20,141
1282,21:22,141
1283,21:23,140.5
1284,21:24,140.8
1285,21:25,140.8
1286,21:26,140.5
1287,21:27,140.3
1288,21:28,139.8
1290,21:30,140
1291,21:31,139.8
1292,21:32,139.8
1293,21:33,139.3
1294,21:34,139.3
1295,21:35,139
1297,21:37,138.5
1298,21:38,138.8
1299,21:39,138.5
1300,21:40,138.3
1301,21:41,137.5
1302,21:42,138
1303,21:43,138
1304,21:44,138
1306,21:46,137.3
1307,21:47,137.5
1308,21:48,137.3
1309,21:49,137.3
1310,21:50,137
1311,21:51,136.5
1312,21:52,136.3
1313,21:53,136.3
1314,21:54,136.3
1315,21:55,136.3
1316,21:56,136
1318,21:58,135.8
1319,21:59,135
1320,22:00,135.8
1321,22:01,135
1322,22:02,135.5
1324,22:04,135
1325,22:05,134.5
1326,22:06,134.5
1327,22:07,134.5
1328,22:08,134.3
1330,22:10,134.3
1331,22:11,133.5
1332,22:12,133.5
1334,22:14,133.5
1335,22:15,133
1336,22:16,133
1337,22:17,133.3
1338,22:18,133
1339,22:19,133
1340,22:20,132.3
1341,22:21,131.8
1343,22:23,132.5
1344,22:24,132
1345,22:25,131.8
1346,22:26,131.8
1347,22:27,131.5
1348,22:28,131.3
1350,22:30,131.5
1351,22:31,131.5
1352,22:32,131.3
1353,22:33,131
1354,22:34,130.5
1355,22:35,130
1356,22:36,130.3
1357,22:37,130
1359,22:39,130
1360,22:40,129.8
1361,22:41,129.5
1362,22:42,129.3
1363,22:43,129.3
1364,22:44,129.3
1365,22:45,129.3
1366,22:46,129
1369,22:49,128.8
1370,22:50,128.8
1371,22:51,128.5
1372,22:52,128.3
1373,22:53,128.3
1374,22:54,128
1376,22:56,128
1377,22:57,127.8
1378,22:58,127.5
1379,22:59,127.5
1380,23:00,126.3
1381,23:01,127.3
1383,23:03,126.8
1384,23:04,126.8
1385,23:05,126.8
1386,23:06,125.8
1387,23:07,126.8
1388,23:08,126
1389,23:09,126
1390,23:10,125.5
1391,23:11,125.3
1392,23:12,125.5
1394,23:14,125.8
1395,23:15,125.5
1396,23:16,125.3
1397,23:17,125.3
1398,23:18,124.5
1399,23:19,125
1400,23:20,124.5
1402,23:22,124.8
1403,23:23,124
1404,23:24,124.3
1405,23:25,124.3
1406,23:26,124.3
1407,23:27,124
1408,23:28,123.8
1410,23:30,123.8
1411,23:31,123.8
1412,23:32,123.3
1413,23:33,123.5
1414,23:34,122.8
1415,23:35,122.8
1416,23:36,123
1417,23:37,122.8
1418,23:38,122.3
1419,23:39,122.3
1420,23:40,122.3
1422,23:42,122
1423,23:43,122.3
1424,23:44,121.5
1425,23:45,121.8
1426,23:46,121.3
1427,23:47,121.3
1428,23:48,121
1430,23:50,121.3
1431,23:51,120.8
1432,23:52,120.5
1433,23:53,120.5
1434,23:54,120.5
1435,23:55,120.3
1437,23:57,119.3
1438,23:58,120
1439,23:59,120.3
1440,24:00,119.8
1441,24:01,120
1442,24:02,119.5
1443,24:03,119.5
1444,24:04,118.5
1446,24:06,119.5
1447,24:07,118.8
1448,24:08,118.8
1450,24:10,118.5
1451,24:11,118.5
1452,24:12,118.3
1453,24:13,118
1454,24:14,117.8
1456,24:16,117.8
1457,24:17,118.3
1458,24:18,117.5
1459,24:19,117.5
1460,24:20,116.8
1461,24:21,117.3
1463,24:23,117
1464,24:24,116.5
1465,24:25,116.5
1466,24:26,116.5
1467,24:27,116.5
1468,24:28,115.5
1469,24:29,116.5
1470,24:30,115.8
1472,24:32,115.8
1473,24:33,116
1474,24:34,115.5
1475,24:35,115.5
1476,24:36,115.5
1478,24:38,115.3
1479,24:39,115.3
1480,24:40,115.3
1481,24:41,115
1482,24:42,114.5
1483,24:43,114.8
1484,24:44,114.5
1486,24:46,114.3
1487,24:47,114.3
1488,24:48,113.8
1489,24:49,114.3
1490,24:50,114
1491,24:51,113.5
1492,24:52,113.5
1494,24:54,113.8
1495,24:55,113.3
1496,24:56,113.5
1497,24:57,113.3
1498,24:58,112.5
1500,25:00,112.5
1501,25:01,112.3
1502,25:02,113
1503,25:03,112.3
1504,25:04,112.5
1505,25:05,112.3
1506,25:06,112.3
1507,25:07,112
1508,25:08,112
1510,25:10,112
1511,25:11,111.5
1512,25:12,111.8
1513,25:13,111
1514,25:14,111.5
1515,25:15,111
1516,25:16,110.8
1517,25:17,110.5
1519,25:19,110.5
1520,25:20,110.5
1521,25:21,110.5
1522,25:22,110.3
1523,25:23,110.3
1524,25:24,110
1525,25:25,109.5
1526,25:26,109.8
1528,25:28,109.3
1529,25:29,109.3
1530,25:30,109
1531,25:31,108.5
1532,25:32,109.3
1533,25:33,109
1534,25:34,108.5
1535,25:35,108.5
1536,25:36,108.5
1538,25:38,108.3
1539,25:39,108.3
1540,25:40,108.3
1541,25:41,108
1542,25:42,108
1543,25:43,107.8
1545,25:45,107.3
1546,25:46,107.5
1547,25:47,107.3
1548,25:48,107.8
1549,25:49,107.3
1550,25:50,107
1551,25:51,106.8
1553,25:53,106.8
1554,25:54,106.8
1555,25:55,106.8
1556,25:56,106.8
1557,25:57,106.5
1558,25:58,106.5
1559,25:59,106.3
1560,26:00,106
1561,26:01,106
1563,26:03,106
1564,26:04,106
1565,26:05,105.8
1566,26:06,105.8
1567,26:07,105.5
1569,26:09,104.8
1570,26:10,105.5
1571,26:11,105.3
1572,26:12,105
1573,26:13,104.8
1574,26:14,104.8
1576,26:16,104.5
1577,26:17,104.8
1578,26:18,104.5
1579,26:19,104.3
1580,26:20,103.8
1581,26:21,103.8
1582,26:22,104
1584,26:24,103.8
1585,26:25,103.8
1586,26:26,103.3
1587,26:27,103.3
1588,26:28,103.3
1590,26:30,103.3
1591,26:31,103
1592,26:32,103
1593,26:33,102.5
1594,26:34,102.8
1595,26:35,102.8
1596,26:36,102.5
1598,26:38,102.5
1599,26:39,102.5
1600,26:40,102.3
1601,26:41,102
